timestamp,hobbs_start,hobbs_end,tach_start,tach_end,route,duration,oil_pressure_min,oil_pressure_max,oil_temp_max,cht_max,egt_max,fuel_used_gal,cycles,pilot_notes,tail,flight_index
2025-09-13 08:26:27,4802.0,4802.6,4417.8,4418.4,KPHX-local,0.64,65.3,84.5,198.5,343.6,1336.3,3.32,1,,N8834Q,0
2025-09-13 14:43:10,4802.6,4804.0,4418.4,4419.7,KPHX-KFLG,1.36,65.3,73.2,199.6,357.1,1375.1,7.85,1,"Smooth flight, all instruments normal.",N8834Q,1
2025-09-18 02:36:11,4804.0,4804.6,4419.7,4420.3,KPHX-local,0.6,57.8,71.9,195.4,344.6,1377.8,4.25,1,,N8834Q,2
2025-09-22 17:46:52,4804.6,4805.3,4420.2,4420.9,KPHX-local,0.74,68.4,77.5,214.3,380.9,1322.5,4.44,1,,N8834Q,3
2025-09-28 09:40:54,4805.3,4805.8,4420.9,4421.4,KPHX-KSDL,0.5,71.0,83.3,184.4,351.3,1404.5,2.47,1,,N8834Q,4
2025-10-01 08:26:02,4805.8,4806.5,4421.3,4421.9,KPHX-local,0.67,55.7,82.9,202.4,389.2,1360.4,3.2,1,,N8834Q,5
2025-10-08 14:35:07,4806.5,4807.2,4422.0,4422.7,KPHX-local,0.72,72.1,76.2,194.5,381.1,1310.2,3.81,1,,N8834Q,6
2025-10-11 07:04:26,4807.2,4808.0,4422.6,4423.3,KPHX-local,0.76,66.8,67.9,206.5,357.0,1363.2,6.37,1,,N8834Q,7
2025-10-22 20:41:28,4808.0,4808.6,4423.4,4424.0,KPHX-local,0.65,65.6,81.5,192.1,381.0,1336.3,4.76,1,,N8834Q,8
2025-10-23 22:46:09,4808.6,4809.3,4423.9,4424.5,KPHX-local,0.7,66.4,71.7,210.6,364.4,1417.6,5.05,1,,N8834Q,9
2025-11-15 03:35:53,4809.3,4810.0,4424.6,4425.2,KPHX-KSDL,0.7,74.2,81.9,212.0,350.1,1359.6,4.29,1,,N8834Q,10
2025-11-17 19:50:42,4810.0,4811.2,4425.2,4426.3,KPHX-KFLG,1.16,71.6,74.8,200.5,389.3,1282.5,5.68,1,,N8834Q,11
2025-11-25 01:53:40,4811.2,4811.9,4426.3,4426.9,KPHX-local,0.69,65.5,67.4,180.3,380.9,1310.5,3.62,1,,N8834Q,12
2025-12-01 16:33:35,4811.9,4812.7,4426.9,4427.6,KPHX-local,0.76,56.3,84.7,202.4,382.3,1324.7,4.99,1,,N8834Q,13
2025-12-02 23:42:19,4812.7,4813.6,4427.7,4428.5,KPHX-local,0.86,67.1,71.9,210.0,399.8,1278.9,4.45,1,,N8834Q,14
2025-12-21 23:26:45,4813.6,4814.4,4428.5,4429.3,KPHX-local,0.82,66.4,71.2,201.6,381.6,1250.2,6.33,1,,N8834Q,15
2025-12-22 16:03:55,4814.4,4814.9,4429.2,4429.7,KPHX-local,0.55,61.1,79.1,179.8,367.8,1314.0,3.97,1,"Smooth flight, all instruments normal.",N8834Q,16
2026-01-01 10:39:36,4814.9,4815.5,4429.7,4430.2,KPHX-local,0.59,58.5,75.6,208.8,392.7,1321.9,3.76,1,,N8834Q,17
2026-01-02 22:19:32,4815.5,4816.4,4430.3,4431.1,KPHX-local,0.9,69.5,74.8,207.5,398.8,1341.6,4.76,1,Crosswind practice.,N8834Q,18
2026-01-05 15:10:44,4816.4,4817.4,4431.1,4432.0,KPHX-KPRC,0.97,65.4,71.1,178.6,366.1,1378.4,6.39,1,,N8834Q,19
2026-01-09 00:10:42,4817.4,4817.9,4432.0,4432.5,KPHX-KSDL,0.5,58.5,70.1,198.3,371.3,1251.7,3.63,1,,N8834Q,20
2026-01-12 00:10:23,4817.9,4818.5,4432.5,4433.1,KPHX-KSDL,0.62,65.0,71.5,177.5,363.2,1415.0,3.98,1,,N8834Q,21
2026-01-12 17:33:27,4818.5,4819.0,4433.0,4433.5,KPHX-KSDL,0.53,64.7,69.7,203.9,389.7,1364.8,3.88,1,,N8834Q,22
2026-01-13 02:55:33,4819.0,4819.6,4433.5,4434.0,KPHX-local,0.57,72.2,84.3,180.7,345.9,1383.9,2.67,1,,N8834Q,23
2026-01-18 12:44:01,4819.6,4820.7,4434.0,4435.0,KPHX-KPRC,1.12,70.0,83.1,200.7,352.4,1402.3,9.51,1,,N8834Q,24
2026-01-23 10:49:56,4820.7,4821.2,4435.0,4435.5,KPHX-KSDL,0.5,65.3,75.1,179.6,397.7,1418.5,3.42,1,,N8834Q,25
2026-01-25 13:03:47,4821.2,4822.0,4435.5,4436.2,KPHX-local,0.81,58.5,77.3,197.7,350.5,1408.6,4.77,1,,N8834Q,26
2026-02-02 09:12:35,4822.0,4822.6,4436.2,4436.7,KPHX-local,0.57,70.0,75.7,192.7,370.9,1305.0,4.48,1,,N8834Q,27
2026-02-18 23:32:28,4822.6,4823.4,4436.8,4437.5,KPHX-local,0.77,61.3,73.0,189.6,364.8,1393.3,5.48,1,,N8834Q,28
2026-03-01 05:29:06,4823.4,4824.1,4437.5,4438.1,KPHX-local,0.69,65.3,75.9,190.0,353.4,1373.2,4.6,1,Crosswind practice.,N8834Q,29
2026-03-14 11:50:01,4824.1,4824.9,4438.2,4438.9,KPHX-local,0.75,63.7,71.3,214.2,344.1,1294.5,3.9,1,,N8834Q,30
2026-03-18 20:33:12,4824.9,4825.6,4438.9,4439.6,KPHX-local,0.75,71.0,71.1,188.2,363.4,1375.9,3.6,1,,N8834Q,31
2026-03-20 11:39:45,4825.6,4826.3,4439.6,4440.2,KPHX-local,0.7,69.8,81.7,212.9,396.4,1405.3,3.95,1,,N8834Q,32
2026-03-21 05:56:09,4826.3,4826.8,4440.2,4440.7,KPHX-KSDL,0.5,56.7,81.1,223.9,433.3,1361.6,2.73,1,"CHT #3 running high at 433°F, other cylinders normal. Enriched mixture. Will schedule A&P inspection.",N8834Q,33
2026-03-28 22:42:35,4826.8,4827.5,4440.7,4441.3,KPHX-local,0.69,63.8,69.0,234.0,444.9,1275.6,3.69,1,"CHT #3 running high at 445°F, other cylinders normal. Enriched mixture. Will schedule A&P inspection.",N8834Q,34
2026-03-30 01:59:54,4827.5,4900.0,4441.3,4508.0,KPHX-KPRC,72.5,63.7,80.2,216.1,446.8,1372.8,8.25,1,"CHT #3 running high at 447°F, other cylinders normal. Enriched mixture. Will schedule A&P inspection.",N8834Q,35
